ID_Bus,Ruta,Velocidad_kmh,Latitud,Longitud,Timestamp
BUS_1050,210,43,-33.35262063151291,-70.60772720595324,2026-05-23 08:46:00
BUS_1032,210e,24,-33.48379518412386,-70.71409632193878,2026-05-15 03:47:00
BUS_1025,104,44,-33.399511634630905,-70.59135173074628,2026-05-17 05:50:00
BUS_1034,210,14,-33.374765796034275,-70.6395556529767,2026-05-12 11:12:00
BUS_1027,502c,50,-33.43684945684923,-70.66550431530305,2026-05-31 07:21:00
BUS_1005,502c,49,-33.41996520013668,-70.72182250864519,2026-05-04 13:50:00
BUS_1031,210e,43,-33.45256132462641,-70.61020131338505,2026-05-26 03:34:00
BUS_1025,502,11,-33.36489737957321,-70.67141003220759,2026-05-10 16:28:00
BUS_1015,104,26,-33.5086442735356,-70.71944668824234,2026-05-12 14:45:00
BUS_1024,502C,52,-33.51531797874738,-70.73218622686232,2026-05-26 12:41:00
BUS_1008,210,37,-33.35472111976401,-70.62666729448004,2026-05-04 11:41:00
BUS_1007,104,42,-33.48814306755827,-70.67832141827616,2026-05-19 13:32:00
BUS_1002,104,19,-33.38726572030883,-70.57351419458239,2026-05-04 02:42:00
BUS_1042,210,42,-33.371802010387654,-70.62513190743752,2026-05-28 02:55:00
BUS_1045,502,22,-33.38961179663646,-70.75511742491835,2026-05-13 15:04:00
BUS_1037,502C,15,-33.3930669554015,-70.60180055608824,2026-05-29 05:38:00
BUS_1029,502c,43,-33.49823307647793,-70.58950498428891,2026-05-14 17:43:00
BUS_1040,502,37,-33.4279028863936,-70.62958681515104,2026-05-13 15:45:00
BUS_1021,104,15,-33.466292590796265,-70.65835554500762,2026-05-04 06:41:00
BUS_1048,210,26,-33.492417758003576,-70.64886596499385,2026-05-21 22:03:00
BUS_1041,502c,10,-33.51005736896473,-70.67024633977604,2026-05-03 08:40:00
BUS_1000,502c,21,-33.46671620172201,-70.74463290744102,2026-05-23 22:05:00
BUS_1001,502,53,-33.38998997484989,-70.57401551070228,2026-05-12 08:26:00
BUS_1033,210,16,-33.45525151934526,-70.59345470949143,2026-05-21 10:46:00
BUS_1028,502,26,-33.512335270652855,-70.75249202564046,2026-05-10 17:01:00
BUS_1009,502c,52,-33.49836294072577,-70.57556444403106,2026-06-01 05:11:00
BUS_1001,210e,43,-33.385993121949966,-70.64001086515565,2026-05-16 12:01:00
BUS_1012,502C,47,-33.41534917573343,-70.57098580841223,2026-05-27 12:26:00
BUS_1014,502,11,-33.472228559350775,-70.62622527587541,2026-05-19 15:38:00
BUS_1045,502c,59,-33.52034323929825,-70.69830366703631,2026-05-05 20:13:00
BUS_1000,502C,59,-33.383560894396346,-70.5937620966427,2026-05-16 21:05:00
BUS_1040,104,60,-33.41164309034824,-70.58561187859802,2026-05-27 11:07:00
BUS_1002,104,54,-33.520769426855395,-70.56719853167813,2026-05-29 20:15:00
BUS_1035,502c,38,-33.44112870932089,-70.75451739537904,2026-05-09 11:05:00
BUS_1033,502C,13,-33.43980113405506,-70.5765395974441,2026-05-24 14:48:00
BUS_1001,210,59,-33.5445356387268,-70.62702357278633,2026-05-02 08:27:00
BUS_1030,210,29,-33.50102431862494,-70.74924128415697,2026-05-07 20:04:00
BUS_1042,210,27,-33.50106985448523,-70.59264319188306,2026-05-17 23:48:00
BUS_1006,502,50,-33.43213716145615,-70.60898079027561,2026-05-06 13:14:00
BUS_1005,502,48,-33.430391240441146,-70.69511393388551,2026-05-18 18:47:00
BUS_1030,502c,37,-33.35067370720814,-70.64992230544865,2026-05-17 06:17:00
BUS_1034,210e,46,-33.36693634474805,-70.65883890077885,2026-05-08 06:07:00
BUS_1021,502c,48,-33.405409992520475,-70.61529079148892,2026-05-11 04:42:00
BUS_1032,502,42,-33.52760152824984,-70.66860925016381,2026-05-01 13:56:00
BUS_1049,502c,38,-33.35425041684306,-70.62700671040315,2026-05-14 15:21:00
BUS_1042,502,56,-33.427376546570684,-70.56814484943924,2026-05-03 22:42:00
BUS_1027,210,60,-33.44574063969027,-70.72192026459958,2026-05-26 15:41:00
BUS_1040,502C,15,-33.35509488424557,-70.57665712441005,2026-05-18 10:13:00
BUS_1044,210,31,-33.50873331062932,-70.73112326004059,2026-05-30 17:45:00
BUS_1040,210e,20,-33.35979300598718,-70.71554616399938,2026-05-21 22:22:00
BUS_1036,502C,23,-33.36026146502698,-70.74725815037714,2026-05-18 20:06:00
BUS_1010,502,50,-33.44782059779677,-70.63608229530435,2026-05-20 05:00:00
BUS_1015,502,34,-33.427838188324515,-70.56493898785706,2026-05-16 06:44:00
BUS_1042,210e,46,-33.40291552503799,-70.74942707491152,2026-05-30 08:11:00
BUS_1009,502c,47,-33.423141150529354,-70.59309470616304,2026-06-01 05:54:00
BUS_1005,210e,34,-33.494405279377986,-70.63286311114712,2026-05-17 20:30:00
BUS_1001,502,-2,-33.35240904688143,-70.57767137130831,2026-05-14 04:37:00
BUS_1019,502c,30,-33.43896455833929,-70.7562563139077,2026-05-27 12:41:00
BUS_1020,210,56,-33.54362378180641,-70.72502630780338,2026-05-13 11:59:00
BUS_1007,104,28,-33.42228092812445,-70.7188532349495,2026-05-30 01:54:00
BUS_1001,104,10,-33.436814196608864,-70.62284010145319,2026-05-03 11:35:00
BUS_1022,104,32,-33.47251948670628,-70.74058171934193,2026-05-13 03:09:00
BUS_1027,502c,41,-33.39160724545789,-70.61688613526752,2026-05-03 09:40:00
BUS_1045,502C,57,-33.48098787479963,-70.5611556107715,2026-05-31 08:11:00
BUS_1049,502C,13,-33.40698822553948,-70.66641034824855,2026-05-20 03:51:00
BUS_1050,210,29,-33.362993497712274,-70.73844501532754,2026-05-09 11:04:00
BUS_1034,502C,19,-33.4768362739794,-70.71533867047512,2026-05-28 02:01:00
BUS_1012,210,32,-33.39741450710532,-70.68205490131413,2026-05-15 13:45:00
BUS_1016,104,36,-33.41660430306749,-70.70975018652813,2026-05-17 11:35:00
BUS_1033,104,55,-33.50915881323258,-70.61965465291912,2026-05-21 02:10:00
BUS_1034,210,34,-33.546093255495364,-70.69181896381806,2026-05-14 10:14:00
BUS_1016,210,30,-33.5126796416446,-70.60770035842376,2026-05-23 05:54:00
BUS_1005,502C,34,-33.491674935899006,-70.56355832184607,2026-05-18 23:52:00
BUS_1048,502C,16,-33.515240033338586,-70.67513701076992,2026-05-24 15:06:00
BUS_1030,502C,33,-33.464331706028894,-70.72356359193262,2026-05-13 12:21:00
BUS_1005,502c,44,-33.39329384808812,-70.6441440835832,2026-05-30 05:32:00
BUS_1041,104,59,-33.445801457608304,-70.730073645168,2026-05-14 02:05:00
BUS_1004,502c,52,-33.452917100169905,-70.65215321372105,2026-05-27 05:44:00
BUS_1039,502C,36,-33.438735530449115,-70.5603254807471,2026-05-09 23:59:00
BUS_1025,210,47,-33.47017037617973,-70.73824516269504,2026-05-06 11:05:00
BUS_1012,502C,23,-33.44277030823617,-70.62793255630308,2026-05-21 23:22:00
BUS_1003,502c,19,-33.466563832635174,-70.68316178321723,2026-05-07 06:38:00
BUS_1034,502C,45,-33.54748655506529,-70.69188080442005,2026-05-17 00:20:00
BUS_1025,502C,31,-33.5348304410471,-70.71728462363237,2026-05-16 06:39:00
BUS_1047,502,24,-33.428647396736544,-70.67996696183204,2026-05-29 03:07:00
BUS_1001,210,23,-33.46445464138335,-70.58228888021718,2026-05-06 20:13:00
BUS_1013,210e,-13,-33.352182554876144,-70.74173234622248,2026-05-29 05:40:00
BUS_1009,502C,35,-33.546792913778006,-70.72065193362039,2026-05-04 02:42:00
BUS_1004,210e,58,-33.40670950348676,-70.57881261177862,2026-05-29 11:33:00
BUS_1008,104,57,-33.35056717740683,-70.57751040290833,2026-05-05 12:05:00
BUS_1042,210,33,-33.536464135418235,-70.65478811093556,2026-05-24 08:09:00
BUS_1042,210e,53,-33.40804940642756,-70.69302005307499,2026-05-06 13:43:00
BUS_1022,502,25,-33.44376673637025,-70.64681438761681,2026-05-09 10:41:00
BUS_1002,210e,52,-33.51763294430506,-70.5910098733047,2026-05-31 00:43:00
BUS_1008,210e,36,-33.37672908606762,-70.6422596813494,2026-06-01 00:41:00
BUS_1032,502c,12,-33.49071320608515,-70.6296943608038,2026-05-15 19:53:00
BUS_1033,210,12,-33.37444401235009,-70.71085567009642,2026-05-25 17:30:00
BUS_1008,502c,15,-33.48808362251681,-70.68466413878873,2026-05-16 04:48:00
BUS_1005,502C,-13,-33.42815477895479,-70.75591336788698,2026-05-12 15:16:00
BUS_1049,502,60,-33.52473852705993,-70.62725144445655,2026-05-28 03:18:00
BUS_1026,210e,33,-33.53437427581571,-70.6607982166976,2026-05-14 20:06:00
BUS_1007,104,18,-33.54702793455386,-70.60200306715305,2026-05-12 01:54:00
BUS_1046,502c,44,-33.521432265761966,-70.59582220207893,2026-06-01 01:40:00
BUS_1027,502c,18,-33.44407265591339,-70.6917805517841,2026-05-18 05:49:00
BUS_1025,104,-12,-33.515816927594514,-70.6091529375776,2026-05-02 07:05:00
BUS_1041,502C,27,-33.46733754015774,-70.68250281251579,2026-05-24 13:14:00
BUS_1030,502c,32,-33.51729727709643,-70.58110161593756,2026-05-05 08:44:00
BUS_1041,502C,29,-33.43089633405616,-70.59821105628909,2026-05-02 22:24:00
BUS_1010,502C,43,-33.44655543151053,-70.59549862545614,2026-05-13 01:11:00
BUS_1035,502,24,-33.420469523872114,-70.63291921552441,2026-05-22 09:07:00
BUS_1040,502C,15,-33.35509488424557,-70.57665712441005,2026-05-18 10:13:00
BUS_1044,210,48,-33.484426329517774,-70.58463512923923,2026-05-29 11:05:00
BUS_1023,502C,12,-33.483950270592835,-70.59129074014638,2026-05-07 21:35:00
BUS_1016,502c,45,-33.36695301453875,-70.61229875742647,2026-05-13 03:45:00
BUS_1021,502,41,-33.378353043353286,-70.62302959457305,2026-05-11 15:00:00
BUS_1005,502c,54,-33.403642743220004,-70.57001322087942,2026-05-07 06:58:00
BUS_1013,104,10,-33.45005552098391,-70.66254228596664,2026-05-25 18:40:00
BUS_1016,104,33,-33.45824984757072,-70.59445010430719,2026-05-14 22:56:00
BUS_1025,210,30,-33.44693722065035,-70.62266029410985,2026-05-29 15:04:00
BUS_1021,210,34,-33.38019880244422,-70.61455699219181,2026-05-05 23:33:00
BUS_1039,502C,36,-33.438735530449115,-70.5603254807471,2026-05-09 23:59:00
BUS_1035,502,42,-33.459929123871916,-70.65002858209651,2026-05-29 14:45:00
BUS_1022,104,42,-33.543605998446324,-70.74726688275078,2026-05-20 20:22:00
BUS_1017,502C,60,-33.46388334464979,-70.61100389359814,2026-05-07 08:31:00
BUS_1036,502c,27,-33.48515897280057,-70.57813378182554,2026-05-30 15:18:00
BUS_1014,502,47,-33.38089231626191,-70.71425349516596,2026-05-21 11:42:00
BUS_1047,502C,30,-33.53279670687135,-70.75518245226222,2026-05-16 15:06:00
BUS_1003,502C,54,-33.36025782210684,-70.6967020107124,2026-05-20 12:53:00
BUS_1047,502c,36,-33.4592708418654,-70.72851814483099,2026-05-15 10:24:00
BUS_1034,210e,36,-33.41517897459156,-70.62681946942487,2026-05-28 19:26:00
BUS_1010,210e,55,-33.50490594305691,-70.57050337263807,2026-05-24 20:47:00
BUS_1015,210,-10,-33.4350949658059,-70.67182227244912,2026-05-18 01:47:00
BUS_1045,210,15,-33.450589113120664,-70.71247155074539,2026-05-21 19:37:00
BUS_1008,502,47,-33.3768289136811,-70.74917533926694,2026-05-15 02:08:00
BUS_1027,210e,40,-33.39208888296981,-70.68375270076018,2026-05-28 01:24:00
BUS_1036,502,30,-33.35918627622695,-70.64461663166148,2026-05-01 07:51:00
BUS_1040,104,51,-33.514510985393116,-70.57031095612996,2026-05-23 22:27:00
BUS_1025,502,47,-33.47501455095891,-70.65464918726398,2026-05-29 09:56:00
BUS_1023,502c,38,-33.50518782797772,-70.56496188100444,2026-05-19 08:01:00
BUS_1006,502,40,-33.512401695113574,-70.70415673484004,2026-05-18 14:44:00
BUS_1019,210e,25,-33.46519664499695,-70.63882975302789,2026-05-15 01:05:00
BUS_1033,104,41,-33.35130908017683,-70.57831337655323,2026-05-10 06:47:00
BUS_1004,210e,58,-33.37351558261354,-70.60977274610227,2026-05-18 06:48:00
BUS_1020,104,33,-33.44030985841613,-70.68100789618026,2026-05-31 03:31:00
BUS_1047,104,37,-33.46794794750414,-70.5879628100541,2026-05-04 04:23:00
BUS_1025,210,16,-33.423918023932536,-70.61738143707545,2026-05-20 04:03:00
BUS_1019,210e,30,-33.53158015766991,-70.74701541684543,2026-05-11 15:58:00
BUS_1032,210,56,-33.528206963288234,-70.71171132153854,2026-05-24 01:12:00
BUS_1009,502C,17,-33.391596636220854,-70.62521093784811,2026-05-13 05:04:00
BUS_1042,502C,-3,-33.43967128781775,-70.75762980637442,2026-05-25 08:16:00
BUS_1022,502,23,-33.405334422331215,-70.64902825526642,2026-05-15 17:43:00
BUS_1041,502,23,-33.50958639855988,-70.65228441525826,2026-05-26 19:53:00
BUS_1036,210,52,-33.35050299956243,-70.74684423518677,2026-05-09 02:01:00
BUS_1010,210e,38,-33.39440218012437,-70.63363272398081,2026-05-03 18:50:00
BUS_1044,210e,14,-33.46702642082036,-70.69382372179238,2026-05-22 10:55:00
BUS_1020,502c,27,-33.403186794697156,-70.64509357672117,2026-05-27 09:53:00
BUS_1012,502C,17,-33.42320241546513,-70.75686454179221,2026-05-08 21:40:00
BUS_1048,502C,52,-33.46288336089595,-70.74787179736883,2026-05-18 21:34:00
BUS_1025,104,59,-33.46722569490267,-70.6000650123779,2026-05-18 13:04:00
BUS_1004,502c,34,-33.42004621192268,-70.72733612507572,2026-05-22 00:09:00
BUS_1010,210,40,-33.49533941209634,-70.70982220852451,2026-06-01 04:45:00
BUS_1026,502,37,-33.41606307527556,-70.72232944314433,2026-05-29 03:38:00
BUS_1002,210e,13,-33.445948687367235,-70.71936355835003,2026-05-19 00:38:00
BUS_1048,210e,41,-33.49959523020408,-70.69770900854392,2026-05-16 15:03:00
BUS_1032,104,44,-33.402931771597274,-70.5992189761667,2026-05-27 02:18:00
BUS_1023,502,47,-33.52361766269931,-70.60445079695334,2026-05-02 22:44:00
BUS_1014,104,49,-33.46519685110704,-70.71956077534195,2026-05-03 11:26:00
BUS_1038,502C,22,-33.524104845752554,-70.72621133925715,2026-05-07 09:08:00
BUS_1009,210,10,-33.521185853567246,-70.72378325638968,2026-05-27 23:57:00
BUS_1010,502c,44,-33.50992979187346,-70.66390670703346,2026-05-14 10:10:00
BUS_1034,104,18,-33.380828339619995,-70.73534282437933,2026-05-13 08:25:00
BUS_1030,210,34,-33.52255279657359,-70.72010843866668,2026-05-25 04:20:00
BUS_1003,210,25,-33.45207674838363,-70.7343518629974,2026-05-11 04:19:00
BUS_1008,210e,36,-33.37672908606762,-70.6422596813494,2026-06-01 00:41:00
BUS_1016,210,22,-33.39887630035019,-70.65686626478487,2026-05-06 07:06:00
BUS_1043,210,25,-33.504746857742184,-70.58460297294803,2026-05-15 10:54:00
BUS_1019,502C,26,-33.39617928943336,-70.59063916414418,2026-05-17 01:33:00
BUS_1008,210e,17,-33.43508505522785,-70.62962940065532,2026-05-06 07:00:00
BUS_1039,210e,33,-33.37882981436312,-70.73368081909307,2026-05-11 20:02:00
BUS_1012,210e,51,-33.42339853483205,-70.69205596588294,2026-05-05 12:43:00
BUS_1005,502,54,-33.40079686513949,-70.61385455296345,2026-05-07 04:04:00
BUS_1005,210,20,-33.472299419672055,-70.67952075319747,2026-05-30 16:53:00
BUS_1041,104,41,-33.431328548988915,-70.62062728385602,2026-05-26 05:05:00
BUS_1050,502C,60,-33.399784972121665,-70.5887570900465,2026-05-30 10:43:00
BUS_1034,210e,32,-33.4970985251851,-70.72662825052457,2026-05-03 01:10:00
BUS_1013,104,59,-33.40628909295641,-70.5613166741078,2026-05-24 01:55:00
BUS_1028,104,15,-33.35465586250342,-70.73809290800708,2026-05-02 17:32:00
BUS_1026,210,32,-33.42281163209741,-70.62130783874214,2026-05-01 16:29:00
BUS_1042,502,29,-33.494579243495586,-70.59000019645242,2026-05-03 05:13:00
BUS_1004,210e,-2,-33.51797580487464,-70.74269189175759,2026-05-30 17:48:00
BUS_1017,502C,15,-33.455938632757395,-70.61019514778343,2026-05-03 14:54:00
BUS_1000,104,31,-33.545834630463254,-70.5651258291843,2026-05-04 18:05:00
BUS_1020,104,53,-33.41801478597264,-70.62114961645635,2026-05-30 09:24:00
BUS_1039,210e,53,-33.37286796820025,-70.68372547847639,2026-05-06 09:51:00
BUS_1000,104,26,-33.49604605794793,-70.61919879877776,2026-05-09 11:39:00
BUS_1049,502C,37,-33.35924423143542,-70.59711929467075,2026-05-04 06:32:00
BUS_1044,210e,47,-33.52424706504252,-70.56379779500145,2026-05-24 08:17:00
BUS_1045,210e,60,-33.49675943063504,-70.61071139411007,2026-05-18 15:20:00
BUS_1024,104,51,-33.499383647242176,-70.56033603530835,2026-06-01 05:16:00
BUS_1021,210,38,-33.530057660451604,-70.5779116644607,2026-05-01 22:46:00
BUS_1016,210e,52,-33.3900679892789,-70.5895497744465,2026-05-26 05:30:00
BUS_1048,502,36,-33.49808466468944,-70.56127498037299,2026-05-23 13:51:00
BUS_1034,502,43,-33.53774065554803,-70.64025219122122,2026-05-24 13:57:00
BUS_1026,502,25,-33.37411077705056,-70.60870410901757,2026-05-07 04:34:00
BUS_1036,210,38,-33.45057341070315,-70.67276314993998,2026-05-09 01:10:00
BUS_1043,210,15,-33.54570678620239,-70.57596564224026,2026-05-03 15:38:00
BUS_1015,210e,36,-33.54441116602825,-70.75708800712657,2026-05-09 23:53:00
BUS_1039,502c,27,-33.46032497614454,-70.69876503383578,2026-05-08 10:30:00
BUS_1033,502,42,-33.508032098877536,-70.74019817372766,2026-05-03 06:52:00
BUS_1028,502C,15,-33.45220315879304,-70.67523894441682,2026-05-03 04:34:00
BUS_1046,104,60,-33.489008066443816,-70.6295873489062,2026-05-11 13:46:00
BUS_1039,502C,26,-33.444213030574794,-70.65773814336433,2026-05-28 01:00:00
BUS_1041,104,16,-33.51109364896303,-70.61522972776447,2026-05-11 09:37:00
BUS_1039,502c,47,-33.542673807212246,-70.59042305552153,2026-05-15 09:08:00
BUS_1006,502C,22,-33.38971052515058,-70.66061353830585,2026-05-16 20:06:00
BUS_1011,502c,10,-33.41298319186345,-70.74406462173346,2026-05-30 16:32:00
BUS_1020,210e,15,-33.494214350161506,-70.66983959996124,2026-05-22 09:36:00
BUS_1006,502,53,-33.52249394170375,-70.68463156695283,2026-05-02 21:48:00
BUS_1004,502c,40,-33.487225444088075,-70.71628677324307,2026-05-27 08:39:00
BUS_1023,502C,58,-33.54367078479828,-70.58826938823975,2026-05-10 17:40:00
BUS_1009,502c,43,-33.47193195606893,-70.57220513346303,2026-05-05 23:16:00
BUS_1029,210,49,-33.438068040722385,-70.66180088917115,2026-05-25 21:27:00
BUS_1022,502,41,-33.395051126574685,-70.67061397658343,2026-05-04 19:39:00
BUS_1005,502c,14,-33.42497749802065,-70.65164680721992,2026-05-09 23:35:00
BUS_1032,502c,27,-33.36853862076662,-70.61584312203449,2026-05-20 06:26:00
BUS_1049,210e,30,-33.43569859663121,-70.5639051772299,2026-05-06 17:17:00
BUS_1031,502C,16,-33.38621990277885,-70.56170845809251,2026-05-09 19:13:00
BUS_1028,502C,-15,-33.43866668990342,-70.58792785945626,2026-05-15 01:01:00
BUS_1031,502C,49,-33.5034556721023,-70.70190238717309,2026-05-10 01:25:00
BUS_1007,210e,54,-33.431888553533604,-70.73965556868697,2026-05-08 22:18:00
BUS_1044,502C,57,-33.47392487734522,-70.75747392763815,2026-05-24 11:22:00
BUS_1050,502c,60,-33.50883363939261,-70.61558793025041,2026-05-20 23:28:00
BUS_1000,210e,35,-33.52185231740224,-70.6538243100842,2026-05-24 01:01:00
BUS_1017,502,15,-33.52165242125205,-70.70521893649537,2026-05-04 23:15:00
BUS_1007,210,48,-33.484625048054504,-70.6834284963661,2026-05-27 11:36:00
BUS_1000,210,13,-33.38695159091632,-70.66072756773939,2026-05-17 17:32:00
BUS_1021,210e,17,-33.50805101638648,-70.6821518805483,2026-05-13 13:15:00
BUS_1036,502,60,-33.46819176320344,-70.68031440085609,2026-05-24 06:57:00
BUS_1025,502C,26,-33.548100506236175,-70.65728691620644,2026-05-08 07:51:00
BUS_1013,502C,45,-33.54397918526128,-70.73220995489133,2026-05-07 02:12:00
BUS_1033,502c,60,-33.45267596051092,-70.70980519330183,2026-05-27 02:14:00
BUS_1000,210,52,-33.448831701589974,-70.72862974434923,2026-05-11 12:26:00
BUS_1045,502,38,-33.49298222329257,-70.64501601683956,2026-05-13 12:32:00
BUS_1035,502c,35,-33.49896721962391,-70.71198397343598,2026-05-19 09:44:00
BUS_1033,502,58,-33.37310041117859,-70.6915699350417,2026-05-20 19:46:00
BUS_1033,502c,10,-33.39169086675424,-70.67266386912871,2026-05-06 14:31:00
BUS_1044,210,23,-33.421399611497975,-70.75740638956488,2026-05-04 17:58:00
BUS_1030,502C,13,-33.436454876320916,-70.65601999705092,2026-05-12 19:29:00
BUS_1043,502c,16,-33.47121925745428,-70.60102055432381,2026-05-16 16:23:00
BUS_1014,104,32,-33.45043355370923,-70.71112643900874,2026-05-20 20:28:00
BUS_1009,210,41,-33.539533414967515,-70.62011772989123,2026-05-18 12:57:00
BUS_1025,210,30,-33.45123627988649,-70.75058544577162,2026-05-14 19:59:00
BUS_1028,502,42,-33.4926360677543,-70.56947673555051,2026-05-24 22:38:00
BUS_1011,502C,39,-33.40603575677551,-70.63359577661963,2026-05-13 12:35:00
